"meta:instanceID","meta:instanceName","fishing_date","depth","number_divers","gps_auto:Latitude","gps_auto:Longitude","gps_auto:Altitude","gps_auto:Accuracy","gps_manual:current_latitude","gps_manual:current_longitude","gps_manual:updated_latitude","gps_manual:updated_longitude","dive_duration","species","species_details:pentard_count","species_details:kokosye_blan_count","species_details:kokosye_nwar_count","species_details:sanpye_count","species_details:spork_count","species_details:vent_blan_count","species_details:brizan_count","species_details:kokom_count","visibility","photos","water_temperature","current","observations"
"uuid:f646d24c-113e-4a96-b4ba-1c55c67c2a47","Brizar-2018-04-29_13","2018-04-29 10:58:00.0","36.0000000000","2","-23.3596937000","43.6868974000","25.0000000000","20.0000000000","43.7000000000","-23.4000000000",,,"35","kokosye_blan sanpye vent_blan",,"36",,"2",,"5",,,"clear","http://193.51.249.49:8080/ODKAggregate/view/binaryData?blobKey=build_seacusey-brizar_1522900069%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Af646d24c-113e-4a96-b4ba-1c55c67c2a47%5D%2Fphotos",,,
